tweet,label
"  स्वातंत्र्यप्राप्तीनंतर संस्थानिकांच्या ताब्यात असणारा भूभाग भारतात आणून आजचा एकसंध देश उभारणारे लोहपुरुष,स्वातंत्र्यलढ्याचे अग्रणी,सरदार वल्लभभाई पटेल यांची आज जयंती.यानिमित्ताने विविधतेतून एकता हे देशाचे वैशिष्ट्य कायम ठेवण्यासाठी आपण कटीबद्ध होऊ.सरदार पटेल यांना विनम्र अभिवादन pic.twitter.com/4pw8IMIsy6
",1
"  राज्यभरात परराज्यांच्या सीमेवरुन सर्रास गुटखा व प्रतिबंधित अन्नपदार्थांची आयात केली जाते. यामुळे शालेय विद्यार्थी आणि तरुण पिढीच्या करिअरचा प्रश्न उपस्थित होत असून त्याचे गंभीर दुष्परिणाम रोखण्यासाठी अन्न व औषध प्रशासन, पोलीस तसेच परिवहन विभागाचे अधिकारी समन्वयाने कारवाई करतील.
",1
"  आप्पा... तुमचाच वारसा चालवतो आहे... संघर्षाचा, जन सामान्यांच्या कल्याणासाठी... सदैव तुमच्या आठवणीत. विनम्र अभिवादन! pic.twitter.com/RZ2oD12f5m
",1
"  कोल्हापूरची रणरागिनी मीनल शिंदे यांना सैन्य दलातील सर्वोत्कृष्ठ सेवेबद्दल ‘आर्मी कमेंडेशन मेडल’ जाहीर झाला. मीनल यांच्या कामगिरीमुळे कोल्हापूरच्या शिरपेचात मानाचा तुरा खोवला गेलाय. त्यांचे मन: पूर्वक अभिनंदन! pic.twitter.com/lYlorzBgjF
",1
"  पुण्याच्या शासकीय विश्रामगृहातील सभागृहात कोरोना विषाणू प्रादुर्भाव निर्मुलन आढावा बैठक माझ्या अध्यक्षतेखाली झाली. यावेळी जिल्ह्यात वाढत्या कोरोना विषाणूचा प्रतिबंध करण्यासाठी आवश्यक त्या उपाययोजना तातडीनं राबवण्याच्या सूचना केल्या. pic.twitter.com/J7h3btsGwS
",1
"  मराठा समाजाच्या सामाजिक, शैक्षणिक, आर्थिक विकासासाठी कार्यरत असलेल्या सारथी संस्थेला तातडीनं ८ कोटी रुपयांचा निधी उपलब्ध करून देण्यात आला आहे. त्यासंदर्भातील पत्र संस्थेला पाठवण्यात आलं आहे. pic.twitter.com/v5yf77ZurK
",1
"  मराठी सोशल मिडीया संमेलनाचे उद्घाटन करताना आणि त्याला मिळत असलेला प्रतिसाद पाहून आनंद झाला. मराठी डिजिटल विश्व पादाक्रांत करण्यासाठी महाराष्ट्र शासन सदैव आपल्यासोबत असेल. संमेलनाची संपूर्ण टीम आणि मराठीप्रेमींना खूप खूप शुभेच्छा! pic.twitter.com/e4ztm96Ubq
",1
"  स्वच्छतेतून ग्रामविकासाचा मार्ग दाखविणारे थोर समाजसुधारक, ग्रामसुधारणेचे जनक श्री संत गाडगेबाबा यांना पुण्यतिथीदिनी कोटी कोटी वंदन ! pic.twitter.com/hIj52Hcda7
",1
"  आज शिवजयंतीनिमित्त सुतारवाडीत गीताबाग येथे छत्रपती शिवाजी महाराजांच्या अर्धपुतळ्यास पुष्पार्पण करून अभिवादन केले. यावेळी पदाधिकारी व कार्यकर्ते उपस्थित होते.
#शिवजयंती #ShivJayanti #जयशिवराय pic.twitter.com/9aVHMGfHd2
",1
"  आदरणीय @AjitPawarSpeaks यांच्या वाढदिवसानिमित्त रविवारी पुरुष व महिला मॅटवरील कबड्डी स्पर्धेचे आयोजन केले होते. खेळाडूंचे जबरदस्त परफॉर्मन्स पहायला मिळाले. तसेच विद्यार्थ्यांचा गुणगौरव सोहळाही केला गेला. हुशार मुलांना योग्य प्रोत्साहन, मार्गदर्शन दिले तर ते नक्कीच यशस्वी होतील. pic.twitter.com/NcQ85c4BJD
",1
"  आता फक्त साखरेचा विचार करायचा नाही. साखरेसोबत मळीतून पेट्रोलसाठी इथेनॉल व वीज निर्मिती करण्याचे काम करायचे आहे. यातून शेतकऱ्याला दोन पैशांचा अधिक फायदा होईल. मला आनंद आहे की या कारखान्यात याबाबत विचार केला गेलाय. यातून हा व्यवसाय नक्कीच यशस्वी होईल यात शंका नाही.
",1
"  सुख-समाधान, समृद्धी, यश माझ्या कोळी बांधवांच्या घरोघरी नांदो! हीच सदिच्छा आज, 'नारळी पौर्णिमे'च्या निमित्तानं करतो. या मंगलदिनाच्या सर्वांना मनःपूर्वक शुभेच्छा! pic.twitter.com/xiXIaBgo2E
",1
"  असत्य, अहंकार आणि अंधःकारावर @OfficialUrmila मात करणार हे निश्चित आहे.
उत्तर मुंबईमध्ये चमत्कार साक्षात्कारात बदलणार ही काळ्या दगडावरची पांढरी रेघ आहे.
",1
"  भाभीजींना वाढदिवसाच्या हार्दिक शुभेच्छा! twitter.com/TirupatiKadam/…
",1
"  राज्याच्या आर्थिक पाहणी अहवालातल्या अनेक बाबी चिंताजनक आहेत. उद्योग, सेवा क्षेत्र, रोजगार, जीडीपी अशा आघाड्यांवरची घसरण गंभीर आहे. कृषी, उद्योग, व्यापार, शिक्षण, परदेशी गुंतवणुकीच्या क्षेत्रातलं महाराष्ट्राचं अव्वल स्थान पुन्हा मिळवण्यासाठी महाविकास आघाडीचं सरकार प्रयत्नशील आहे.
",1
"  राष्ट्रवादी काँग्रेस पार्टीचे युवा नेते आणि पक्षाचे मावळ लोकसभा मतदारसंघाचे उमेदवार पार्थ अजित पवार यांना वाढदिवसाच्या मनःपूर्वक  शुभेच्छा! @parthajitpawar pic.twitter.com/eaXD5uLWFq
",1
"  मुख्यमंत्री @Dev_Fadnavis जी & @SMungantiwar जी
यांना नदी पुनरुज्जीवन संकल्पना आधारित व्हिडिओमध्ये अभिनय करताना पाहून आनंद झाला.
जनतेला त्यांच्या अभिनय कौशल्याबद्दल 3.5 वर्षांनंतरही जराही शंका राहिली असेल तर हा व्हिडिओ पाहून त्यांनी शंकानिरसन करून घ्यावे.
youtu.be/heeghCQPCy4
",1
"  राजकारणाकडे करीयर म्हणून पाहिले तरचं राजकारण सुधारलेल. धन्यवाद
",1
"  गणपती बाप्पा मोरया ऽऽऽ

नागपुरातील विविध मंडळांना भेटी आणि बाप्पाचे दर्शन... pic.twitter.com/UutIf4HzMz
",1
"  युनिसेफ आणि पार्लमेंट्री ग्रुप फॉर चिल्ड्रन यांच्या वतीने दिला जाणारा पार्लमेंट्रीयन ॲवार्ड फॉर चिल्ड्रन हा पुरस्कार मला जाहिर झाला आहे. हा पुरस्कार स्वीकारताना जबाबदारी आणखी वाढल्याची जाणिव होत आहे. या दोन्ही संस्थांचे मनःपूर्वक आभार. pic.twitter.com/hiATaTWYwA
",1
"  मी असंख्य निवडणुका बघितल्या आहेत. यावेळची निवडणूक वेगळी आहे. ही निवडणूक महाराष्ट्राच्या तरुणांची निवडणूक आहे. तरुण पिढी निवडणुकीत चमत्कार घडवणार आहे. इस्लामपूरच्या तरुणांमध्ये प्रचंड उत्साह आहे. त्यामुळे इथून राष्ट्रवादीच्या प्रचाराला सुरूवात झाली याचा आनंद होतोय. pic.twitter.com/EVcSUKwsIN
",1
"  आम्ही व्यक्ती द्वेषाचे राजकारण करणारे नाही. मुख्यमंत्र्यांनी भुजबळांविषयी केलेली टिप्पणी करण्याअगोदर स्वतःच्या पक्षाचे राष्ट्रीय अध्यक्ष कुठल्या आरोपाखाली जेलमध्ये होते आणि नंतर जामिनावर कसे सुटले याचा अभ्यास करावा. भुजबळांविषयी बोलताना विचार करायला हवा होता. pic.twitter.com/kFHoNhCGWX
",-1
"  आरे वसाहत येथील प्रस्तावित मेट्रो कारशेडला स्थगिती दिल्याबद्दल मुख्यमंत्री उद्धवजी ठाकरे (@OfficeofUT)व त्यांच्या मंत्रीमंडळाचे हार्दिक अभिनंदन.विकासाच्या मुद्यांना आमचे सहकार्य आहे,परंतु विकासासाठी पर्यावरणाचे नुकसान अयोग्य आहे.आपण सर्वजण यापुढे पर्यावरणपूरक विकासासाठी एकत्र येऊ pic.twitter.com/JCquB67pnh
",1
"  जाको राखे साइयां, मार सके न कोय...
पुण्यामधील पुरात वाहून जाणाऱ्या अवघ्या दहा महिन्यांच्या बाळाला मोठ्या धाडसाने जीवदान देणारे अग्निशमन दलाचे जवान मारूती देवकुळे व त्यांच्या सहकाऱ्यांना माझा सलाम!
@abpmajhatv pic.twitter.com/9sjwNEbz6w
",1
"  महाराष्ट्राचे माजी मुख्यमंत्री, लोकनेते
सुधाकर नाईक यांना जयंती दिनी  विनम्र अभिवादन! pic.twitter.com/5iSCiACzoU
",1
"  आमचे ज्येष्ठ सहकारी आणि महाराष्ट्र प्रदेश काँग्रेस कमिटीचे सरचिटणीस अॅड. महादेव शेलार यांना भावपूर्ण श्रद्धांजली twitter.com/RVikhePatil/st…
",1
"  विधानसभेचे अध्यक्ष नाना पटोले यांना वाढदिवसाच्या हार्दिक शुभेच्छा.
आपणांस सुख-समृद्धी व निरोगी दीर्घायुष्य लाभो, हीच मनोकामना.
@NANA_PATOLE pic.twitter.com/9UtQSkFJGn
",1
"  सोयी सुविधांनी घडणार नवा इतिहास
भाजपा सरकारचा एकच ध्यास

#PunhaAnuyaApleSarkar #पुन्हा_आणूया_आपले_सरकार pic.twitter.com/SFGO4lamkl
",1
"  कोरोना विषाणू विरुद्धच्या लढाईत भारताची चीन ला साथ राहील. चीन वरील कोरोना चे संकट दूर होवो; कोरोना विषाणूमूळे दगवलेल्या चिनी नागरिकांसाठी बौद्ध भन्ते भन्तेंच्या उपस्थितीत मुंबईत गेट वे ऑफ इंडिया येथे  बुद्ध वंदना घेऊन कँडल मार्च काढण्यात आला. pic.twitter.com/klpCRgeWQn
",1
"  भारतरत्न, शिक्षणतज्ञ डॉ. सर्वपल्ली राधाकृष्णन यांना जयंतीनिमित्त विनम्र अभिवादन! 
सर्वांना शिक्षक दिनाच्या हार्दिक शुभेच्छा! #TeachersDay2019
#शिक्षकदिवस #शिक्षकदिन pic.twitter.com/AorSmxrVeC
",1
"  असहकार आणि अहिंसा या तत्वांचा वापर करून गांधींजींनी ब्रिटिशांची जुलमी राजवट उलथून लावली होती.

गांधीजींच्या याच तत्वांचा वापर करून आज देशातील जनता #CAA_NRC सारख्या जुलमी कायदयांचा विरोध करत आहे.

महात्मा गांधीजींना आज स्मृतिदिनानिमित्त विनम्र आदरांजली  💐💐💐 pic.twitter.com/nqhX19bUM9
",1
"  शिक्षण, योग्य संगोपन, सकस आहार हा प्रत्येक बालकाचा मूलभूत हक्क आहे. मुलांचे बालपण निकोप राहण्यासाठी व बालमजुरीला आळा बसण्यासाठी अनेक सामाजिक संस्थांच्या प्रयत्नांना व शासकीय धोरणांना समाज जाणिवेची जोड मिळायला हवी. बालमजुरीचे उच्चाटन ही एक समाज म्हणून आपली सांघिक जबाबदारी आहे. pic.twitter.com/V73jXCt6aN
",1
"  विद्यापीठ अनुदान आयोग देशासाठी एकसूत्री निर्णय घेणार असल्याच्या बातम्या येत आहेत.
अखेर महाराष्ट्रातील विद्यार्थ्यांना आयोगच न्याय देईल असे दिसतेय.
त्यामुळे महाराष्ट्राचे उच्च शिक्षणमंत्री महोदय, हा.एकसूत्री निर्णय होईपर्यंत, गृहपाठ न करता घेतलेला तुमचा निर्णय जैसेथे ठेवा. (1/3)
",-1
"  राष्ट्रवादी काँग्रेस पार्टीचे राष्ट्रीय सरचिटणीस डी. पी. त्रिपाठी यांच्या दुःखद निधनाची बातमी अत्यंत वेदना देणारी आहे. अनेक भाषांवर विशेषतः हिंदीवर प्रभुत्व असणारे त्यांचे व्यक्तिमत्व राजकीय पोकळी निर्माण करून गेले. त्यांचे नसणे हे पक्षाचे मोठे नुकसान आहे. भावपूर्ण श्रद्धांजली! pic.twitter.com/ASN2kZxnZV
",-1
"  पुणे व्यापारी महासंघाच्या मागण्या आणि अडचणी जाणून घेऊन, सरकारपर्यंत या समस्या पोहचवून त्या सोडवण्याचा प्रयत्न करेन, असे शिष्टमंडळाच्या प्रतिनिधींना आश्वस्त केले.
",1
"  शेतकऱ्यांची अडवणूक केल्यास बँकांवर कारवाई करणार pic.twitter.com/pfDMDzFcRz
",1
"  वर्धा जिल्ह्यात होत असलेले रूग्ण व्यवस्थापन तुलनेने बरे आहे. वर्धा जिल्ह्यात संसर्ग दर हा 3 टक्क्यांच्या आसपास असल्यामुळे आजतरी तो नियंत्रणात आहे. मृत्यूची संख्या कमी असली तरी दर अधिक आहे.
आरटी-पीसीआर चाचण्यांची व्यवस्था येथे वाढविली आहे, ही चांगली बाब आहे. pic.twitter.com/AK0dP9hbdy
",1
"  अर्थतज्ञ, विधितज्ञ, ज्ञानाचे विशाल भांडार  जगाला लाभलेले महान समाजसुधारक आपल्या सर्वांचे लाडके भारतरत्न महामानव डॉ. बाबासाहेब आंबेडकर यांना जयंतीदिनी कोटी कोटी अभिवादन ! pic.twitter.com/JSFm8iVqeq
",1
"  क्रीडा क्षेत्रातील @PawarSpeaks साहेबांचे  योगदान खरोखरच अमूल्य आहे.
#HappyBirthdaySaheb pic.twitter.com/LMHFmfgTGt
",1
"  आज, बारामती विधानसभा मतदारसंघातून 'विधानसभा निवडणूक २०१९' चा उमेदवारी अर्ज भरण्यापूर्वी कसबाच्या छत्रपती शिवाजी उद्यानात जाऊन महाराजांच्या स्मारकाला पुष्पहार वाहून वंदन केलं. त्यानंतर मोठ्या संख्येनं उपस्थित कार्यकर्त्यांच्या सोबतीनं पुढच्या भव्य यात्रेला प्रारंभ केला. pic.twitter.com/TJTh4LEov3
",1
"  स्व. राजीव गांधींनी भारतीय जनमानसावर एक अमिट छाप निर्माण केली. लोकशाही सुदृढ करण्यासाठी त्यांनी घेतलेला पंचायती राजचा निर्णय, मतदानाचे वय कमी करून तरुणांना लोकशाहीत सामावून घेणे आणि भारतात इलेक्ट्रॉनिक व आयटी क्षेत्राचा पाया रचणे यासाठी त्यांचे योगदान अमूल्य आहे. #RajivGandhi pic.twitter.com/GeSomZ16Vf
",1
"  देशातील माहिती तंत्रज्ञान युगाचे जनक, दूरसंचार आणि संगणक क्रांतीचे प्रणेते, २१ व्या शतकातील भारताची पायाभरणी करणारे दूरदर्शी नेतृत्व, माजी पंतप्रधान, भारतरत्न राजीवजी गांधी यांना जयंतीनिमित्त विनम्र अभिवादन!
#RajivGandhi #RememberingRajivGandhi pic.twitter.com/Z2X39PBafo
",1
"  महाराष्ट्राच्या माजी राज्यपाल विजयालक्ष्मी पंडित यांना जयंतीनिमित्त विनम्र अभिवादन. pic.twitter.com/QQULqP2eQm
",1
"  छत्रपती शिवाजी महाराज, छत्रपती शाहू महाराज, महात्मा ज्योतिबा फुले, डॉ. बाबासाहेब आंबेडकर, ज्यांनी या मातीत समता, बंधुता, न्यायाचे विचार रुजवले त्या साऱ्या महापुरुषांना हे मंत्रीपद समर्पित! एक चांगला समाज घडवण्यासाठी हातभार लावणार याची ग्वाही देतो. pic.twitter.com/eAK0aX3c9g
",1
" #MerryChristmas to all !
नाताळच्या खूप खूप शुभेच्छा ! pic.twitter.com/a67fAwaRkC
",1
"  चैत्र शुध्द प्रतिपदा गुढीपाडवा आणि मराठी नवीन वर्षाच्या सर्वांना हार्दिक शुभेच्छा..! pic.twitter.com/P9FkHHghsQ
",1
"  सार्वजनिक वाहतूक व्यवस्थेसाठी इलेक्ट्रीक मोबिलिटीतून कार्बन उत्सर्जन मोठ्याप्रमाणात कमी होणार... pic.twitter.com/1OvWtVCwqD
",1
"  भारतीय हवाई दलानं पाकव्याप्त काश्मीरात दहशतवादी संघटनांच्या तळांवर केलेल्या कारवाईबद्दल @IAF_MCC चं अभिनंदन! जेव्हा आमच्याकडे कुणी वाकड्या नजरेनं पाहतं, तेव्हा सव्वाशे कोटी देशवासी एकत्र येऊन चोख उत्तर देतात, असा संदेश आपण जगाला दिला आहे. जवानांच्या शौर्याला सलाम!
#IndianAirForce pic.twitter.com/cn0d0yltrW
",1
"  अखेर सततचा पाठपुरावा व पत्रव्यवहार यामुळे 'दिव्यांग व्यक्तीसाठी महाराष्ट्र राज्य धोरण' जाहीर झाले.@CMOMaharashtra याबद्दल आपले आभार.यासाठी अगदी मसूदा तयार करण्यापासून ते अंतिम टप्प्यात नेईपर्यंत @YCPMumbai सह विविध संस्था, संघटना आणि व्यक्तींनी सातत्याने प्रयत्न केले.(१/२)
",1
"  स्त्रीशिक्षणाची मुहूर्तमेढ रोवून सामाजिक क्रांती घडवणारे आणि बुरसटलेल्या जातिव्यवस्थेचा प्रखरपणे विरोध करणारे थोर विचारवंत, समाजसुधारक महात्मा ज्योतिबा फुले यांना पुण्यतिथीनिमित्त भावपूर्ण आदरांजली! pic.twitter.com/jbKcedcpaK
",1
"  4 वर्षे...
नवभारताची.
नवनिर्माणाची..
मा. नरेंद्र मोदीजींची...

पायाभूत सुविधेत महाराष्ट्र प्रथम, परवानग्या झाल्या गतिमान !

#SaafNiyatSahiVikas
#4YearsOfModiGovt pic.twitter.com/inrAcIC6u4
",1
"  पुणेस्थित 'ससून'च्या नव्या इमारतीत आजपासून सुरू होत असलेल्या कोरोनाच्या विशेष रूग्णालयात मेडिकल गॅस पाईपलाईन टाकण्याचे आव्हानात्मक काम सार्वजनिक बांधकाम विभागाने अवघ्या ११ दिवसांत पूर्ण केले. हा एक जागतिक विक्रम असल्याचे अॅटलास कॉप्को या कंपनीने म्हटले आहे.
#FightAgainstCorona pic.twitter.com/sHmLKFypQX
",1
"  सहकार क्षेत्रातील ज्येष्ठ मंडळी, साखर कारखानदार, संचालक, व्यवस्थापक व शासनाचे संबंधित अधिकारी यांनी या साखर परिषदेमध्ये सहभाग नोंदवून एक परिपूर्ण चर्चा घडवून आणण्यात मोठे योगदान दिले. 

@Dwalsepatil @LoksattaLive
",1
"  महाराष्ट्र राज्याचे माजी मुख्यमंत्री, मा.पृथ्वीराजबाबा चव्हाण यांना वाढदिवसाच्या हार्दिक शुभेच्छा..! @prithvrj pic.twitter.com/WPB4vp8C9b
",1
"  कोल्हापूर महानगरपालिकेच्या महापौरपदी @NCPspeaks च्या  अॅड. सुरमंजिरी लाटकर यांची निवड झाल्याबद्दल त्यांचं मनःपूर्वक अभिनंदन! पुढच्या यशस्वी वाटचालीसाठी शुभेच्छा!
",1
"  १८९४ पासून उत्सव प्रारंभ: केसरीवाडा गणेशाचे दर्शन. मानाच्या ५ गणपतींचे दर्शनाने नवी ऊर्जा प्राप्त झाली !
#Ganeshotsav
#गणेश_चतुर्थी pic.twitter.com/HY8ceMk8br
",1
"  समग्र राष्ट्रचिंतनासाठी आयुष्य वेचलेले आणि आधुनिक भारताचे मार्गदर्शक

स्वामी विवेकानंद यांना पुण्यतिथी निमित्त विनम्र अभिवादन !

#SwamiVivekananda pic.twitter.com/yzveLgm7hV
",1
"  हिंदवी स्वराज्याचे संस्थापक छत्रपती शिवाजी महाराज यांच्या जयंतीनिमित्त (तिथीनुसार) मानाचा मुजरा. 
शिवजन्मोत्सवाच्या हार्दिक शुभेच्छा
।। जय भवानी जय शिवाजी।। pic.twitter.com/mTB1vaaGmZ
",1
"  मेडिकल कॉलेजचं ५०० बेडचं हॉस्पिटल कार्यान्वित करून शिक्षणाच्या निमित्तानं राहणाऱ्यांना, गरजूंना परवडेल,अशा सर्व प्रकारच्या आरोग्य सुविधा,आपण उपलब्ध करून देणार आहोत.देशात साहेबांच्या माध्यमातून पोहोचलेल्या बारामतीच्या प्रतिमेला कुठेही तडा जाऊ न देण्याची जबाबदारी,बारामतीकरांची आहे. pic.twitter.com/VsXsXnmErH
",1
"  जलयुक्त शिवारमुळे मोठी क्रांती घडली आहे.
पण, याचे श्रेय ही योजना डोक्यावर घेणार्‍यांचे आहे... pic.twitter.com/LigbXNubX1
",1
"  दिवसाचा प्रत्येक क्षण
अन् रक्ताचा प्रत्येक कण
हा विस्थापितांच्या कल्याणासाठी.... ! pic.twitter.com/HLFupMV5kH
",1
"  शेतीमालाच्या भावाचा विषय केंद्र सरकारशी संबंधित असताना कृषीमुल्य आयोगाने काय हाशील होणार आहे? अतार्किक स्वप्नांतून सरकारचा खोटेपणा दिसतो
",-1
"  श्रीकृष्ण जन्माष्टमीच्या हार्दिक शुभेच्छा...
#KrishnaJanmashtami2020 #HappyJanmashtami #जन्माष्टमी pic.twitter.com/ihg3SjjKxJ
",1
"  आज शेवटच्या श्रावणी सोमवारनिमित्त प्रभू वैद्यनाथाचे दर्शन घेतले. माझ्या मराठवाड्यातील दुष्काळाचे संकट दूर व्हावे हे मागणे केले. यावेळी माझ्यासोबत माजलगावचे माजी मंत्री प्रकाशदादा सोळंके उपस्थित होते. pic.twitter.com/Y7l3IFgQZS
",1
"  कृपया खोट्या बातम्या पसरवू नका.
",1
"  पिंपरी-चिंचवडच्या वाकड याठिकाणी उद्योजक आणि सामाजिक कार्यकर्ते ज्ञानेश्वर उर्फ माऊली संपत कस्पटे यांनी माझ्या उपस्थितीत राष्ट्रवादी काँग्रेस पक्षात प्रवेश केला. गेल्या २० वर्षांपासून ते सामाजिक कार्यात सक्रिय आहेत. सामाजिक ऐक्य जपणाऱ्या पक्षात त्यांचं मनापासून स्वागत करतो. pic.twitter.com/jKUBpezGD7
",1
