tweet,label
"हा सणसणीत हाणला,,,,😉",0
इटालियन खानदान।,0
"या  च्या  ला समजवा की आरोप सिद्ध झाले की तो गुन्हेगार होतो!! तोपर्यंत आरोपी असतो!!   ,  पण बेलवरच बाहेर आहे ना!!😜😜😜😜😜😜",1
"बस कर मूर्ख,  टीव्ही बघून कोणता देश युद्ध करत नाही.....",1
"नीत्या राणेला म्हणाना, त्या बिनडोक गुन्हेगार प्रव्रुत्ती च्या पोराला एवढा आदर कशाला दाखवला पाहिजे.",1
75 हजर चा डबल करुन दखुऊ..अम्ही जे बोलतो ते करतो तुम्ही आपला बघा...अणि विसरु नका आव्हड़ साहेबांनचा चैलेंज,0
अरे बाळा जर भाजप दिखाव्यसाठी करतंय तरी करतय याला महत्व आहे..आणि जर तुला पाहायचा नसेल तर डोळयावर पट्टी बांधून गांधारी होणा तू.. फलतूचे सल्ले कशाला देतोय..,1
"यात जातीचा काय संबंध वागळ्या, उठसूट तू काय ब्राम्हण ब्राम्हण बोंबा मारतोय.झाली ना इछापूर्ती ब्राम्हण मुख्यमंत्री घरी पाठवून..आता तरी सुधरा.स्वतःला पुरोगामी म्हणणारे जातीवाद पसरू लागले.",1
मेरे लवडे पे,1
"ह्या बेन्यांला ई. ४ थी त असताना सांगितलं होतं मी, बी 🍉 खाऊ नको म्हणून. आता डोकं फुटून फुलाचं झाड आलं.😅",1
भक दोगलेपाकिस्तानी कुत्ता,1
आज बरं झालं बाळासाहेब नाहीत. आज तुम्हा लोकांना सोनिया आणि पवार चरणी लोटांगण घालतांना पाहून शरमेन मान खाली घातली असती. एका ऐका शिवसैनिकांच्या ढुंगणावर लत्ताप्रहार केल्या शिवाय राहले नसते.,1
"आर , येक आमदार व्हता तुमचा ...त्यो बी लाथा घालून शान पळाला ...आता मुंबैत बी येकच कार्पोरेटर राह्यलाय ...",1
"""शरद पवारांशिवाय राजकारण अळणी आणि बेचव आहे""- ./2",1
"तुमच्यासारखे जर बेशरम नेते जनतेला लुटुन हॉटेलचे खर्च करत आहात. असे  दलाल फक्त शिवसेना,राष्ट्रवादी व काँग्रेसमधेच आहेत आणि देशाचा व्यवहार चालवण्याच्या वार्ता करतात. तुम्हाला लाज वाटली पाहीजे परंतु असेल तर.",1
तुमच्या वार्ताहार परबना खैरेंना पेढे भरवण्याची फारच घाई झाली आणि आता तोंडावर पडले ह्याला म्हणतात महाराष्ट्रातील १ नंबर चॅनेल.गुडघ्याला बाशिंग,1
ही भुरटी चोर कुठून आणलीत...🤣🤣🤣🤣🤣त्यांना सांगा आवाज कमी ठेवून बोलायचं 👍आमच्या केळ्याला राग आला तर उडून उडून मारेल सगळ्यांना 🤣🤣🤣🤣🤣कालच अर्धा तास बॉक्सिंगची प्रॅक्टिस केली आहे त्याने 🤣🤣🤣🤣,1
नाय येणार त्यो..बापाकडं समदं हाय. 😜,0
कट्टी जा आपली 😬,0
मी ( चुत्तड सारखे ) काहीतरी ट्विट करीन ...आणि मग ट्विटरवर जाम भोसडून घेईन ..,1
बॉलीवूड ची घाण दिली ला न्या नाहीतर हेय लोक मुंबई ची दिल्ली करतील,1
"पक्षामध्ये जाहिर प्रवेश #.30.03.2019 रोजी सकाळी 10.00 वा. स्थळ :- महाराष्ट्र प्रदेश काॅग्रेस कमिटी, टिळक भवन, दादर , मुंबई प्रमुख उपस्थिती मा. खा. मल्लिकार्जुन खर्गे, प्रभारी महाराष्ट्र.मा.खा.अशोकराव चव्हाण, प्रदेश अध्यक्ष महाराष्ट्र. व सर्व मान्यवर पदाधिकारी.",0
लागले घोडे राफूल चे...इतिहास माहीत नसेल तर गप पडायचं ....रोज काहीतरी मूर्खासारखा बोलुन नसलेली अक्कल पाजळतो ...,1
अरे या  फेकू ला  एयकायला  कोन जाणार,1
"बरोबर  आहे  पावसात  भिजून , दहा  वेळा  पाया चि  जखम  दाखवून , लाचार सारखा  चेहरा  करून कारण  काम  काहीच  नाही  भुजबळ , भ्रष्टाचार  जास्त, मत  मागणं  काही  पक्षाला  व  नेत्यांना  चांगलं  जमत. 😀😂😄🤣😅",1
भकारो सुधारले रासायनिक मल निरुत्साहित,0
हाहाहा....जमलं👌👌,0
"ह्याला प्रसिध्दी पाहिजे दुसरं काही नाही. हा पत्रकार आहे हेच नवल आहे . तुला एवढी वाईट अवस्था कशी दिसणार स्टुडिओ मध्ये बसून, पगार मिळतो ना  कडून.  तूझ्या मानसिकतेची किव येते. बुद्धीने किती गंज चधलाय तूझ्या.",1
"या केजरी सर्व झुठेषु, नाट्य रुपेण संस्थिता ।तूमः टुच्चै, तूम: लुच्चै, तूमः खाँस्ये, दमा दमा।(रचयिता)",0
"कापूस कोंड्याची गोष्ट'रविवार १ डिसेंबर सांय. ५:३० वा. बालगंधर्व, पुणे शनिवार ७ डिसेंबर दु. १:०० वा. टिळक स्मारक, पुणे रविवार ८ डिसेंबर स. ११:०० वा. दीनानाथ नाट्यगृह, पार्ले ऑनलाईन बुकिंग: ",0
मेलेल्याच्या टाळूवरचे लोणी खाणारे  हे लोक आहेत.,1
म्हातारा उगाच कांड्या पिकवतोय,1
कंटाळा आला उजव्या पंखांचे ट्विट्स लाईक व आर्टी करून. नमो आरामात जिंकणार हे तर फिक्स्ड आहे. विरोधक इतके चुत्या आहेत की त्यांना शट्टभर ही स्कोप नाही जिंकायचा. म्हणजे २०२४ पर्यंत निश्चिंती झाली बगूनाना. त्या नंतरचं नंतर ठरवू. थोडक्यात - पॉलिटिकल लाईक्स व आर्टी अर्जंट बंद,1
गिऱ्या युरोप दौऱ्यावर असावा. कुठल्याश्या बिल्डिंगला भेटलो म्हणून सद्गतीत वगैरे झालो असले काही तरी ट्वीट केलेले वाचले मध्यंतरी.  व  च्या नावाने नवीन काय काय पुड्या बांधायच्या याच्या आतंरराष्ट्रीय शोध घेण्यास गेलेला दिसतोय.,1
दिला आहे सुरा हातात आपण खाटकाच्या..गळा की मान? या चर्चेत आता अर्थ नाही..गोविंद नाईक,0
त्याच हे असं आहे बघ 😂😂,0
मग तर तुम्ही सुद्धा वंचित बहुजन आघाडीचा समनार्थ उभे राहिले पाहिजे.....औवैसी सकट,0
तू ठरवू नकोस तू अगोदर महाराष्ट्र बाहेर जा.तू पणोती आहेस काँग्रेस साठी,1
बायकोला पुढे करन शोभत नाही फसणविस ते काय नेते नाहित बोलायला. सत्ता गेल्या पासून येड लागलय वाटतं दोघांना.,1
मंदबुद्धी भक्त..हलवणारा... 🤣🤣🤣🤦🏼‍♂️🤦🏼‍♂️,1
मोदी बोले तुम्हारे 40 () तोड दुंगात्रुणमुल काँग्रेस बोले (),0
पाच वर्षे कुट तोड काळ करून लपून बसले होते सरकारचा भ्ष्टाचाराविरुद्धच्या बोले नाही कसे बोलणार सरकार तुमचं होतं तुमचेच हात भ्ष्टाचार मध्ये आहेत अस सुधा सिद्ध होते तुमचं सरकार असत तर तुम्ही तोडात मुग गिळून गप्प बसले असतात शिवसेना बरोबर लोक आत्ता हुशार झाले सोमैया सेट,1
ग्रंथ जाळुन बहुजनाला स्वतंत्र केले. मनु वादी आजही त्या ग्रंथा चे समर्थन करतात.धिक्कार असो.,1
ज्या राज ठाकरे साहेबनाचे त्यांच्या पक्षातील आमदार नगरसेवक ऐकत नाहीत त्यांना ऐकायला आलेली जनता त्यांचे ऐकत नाही त्या राजसाहेबांचे अक्खा महाराष्ट्र ऐकले अशी वेडी अशा काशी ठेवता तुम्ही ☺️,1
आई हेत यू😏,0
कालापानी अनि धामी  : एक फ्ल्यासब्याक,0
फक्त राजसाहेब आणि राष्ट्रवदी ✌️,0
नासमज हेकेखोर नेत्यामुळे संधीसाधू सेक्युलर आग लावण्याचे काम करत आहेत,1
"नव्हत ह्यांच्या आई ला, तेव्हा ही बाई गेली ब्रिटिशांच्या मांडीवर. एक जमात तसेच आहेत.",1
या वेळेस मतदान करताना असे बटण दाबा की असे वाटले पाहिजे की आपण मतदान नाही तर संविधान जाळणाऱ्याचे नरडे दाबत आहोत...  ....,1
डॉ अम्बेडकर नगर,0
नाटक नगर 😏😏,0
"एका नालायक माणसाने,ब्राझीलचा व्हिडियो व्हायरल करून,सांगली कोल्हापूर भागातले *मदत करणारे लोक दुधात गढूळ पाणी मिसळत आहेत* असे भासवत,मदत करणाऱ्या लोकांना बदनाम केले आहे( पण हा ब्राझील चा व्हिडियो आहे तो ही मे महिन्यातला आहे )सगळ्यांना याबद्दल अलर्ट करा./32",1
110 ₹ मध्येआयुष्यभर बसून खा.गल्लीत फेरीवाल्याचा आवाज ऐकून मी धावत धावत बाहेर आलो..हरामखोर *लाकडी पाट* विकत होता...😆😆😆😃😃🤪🤪😂😂त्याला विचारले बाबा कुठला आहेंस तर म्हणाला *गुजरात* 😂😂😂😂,1
हे तरी पैसे शेतकऱ्यानं वाळेत मिळतील याची काय हमी आजुन पुरग्रतान चे पैसे मिळाले नाहीत लोकांनी आत्महत्या केल्या तरी यांना फरक पडत नाहीं आज परियंत महाराष्ट्रात इतकं नालायक सरकार कधी बघितलं नाही,1
अरे बाबा येडा झाला का तू 😂😂,1
पलटू मास्टर...,1
खासदारकीच्या तिकिटासाठी लाचार झालेला दल बदलू आज महाराजांच्या वंशजा वर टीका करतोय. आम्ही महाराज समर्थक,0
"पवार फारच हसतमुख दिसताहेत..‌बहुतेक राजकारण संन्यास घेणार का? पवार साहेब केलं तेव्हढं भलं खानदानाचे तेवढे पुरे आहे, नाही का? तिन चार पिढ्या बसुन खातील एवढी सेवा केलीय. सत्तेने आपल्यास भरभरून दिलंय.",0
पुरोगामी दहाड...डाॅ.जितेंद्र आव्हाड !,0
ने जाम धुतले गेले  .🤣🤣😂😂😆😆नुसती आगपाखड,0
फर्जी भक्तो,0
तुम्ही  लावा...आम्ही बैल लावनारच...नांगरासगट..,1
"त्यांना बोलायला काय जाते, गाड़ा मला चालवायचा आहे संसाराचा",1
कायपण. फोका नोका मारू. पकडन तो.,1
नगर-पुणे महामार्गावर अपघातात बापलेकासह तिघांचा मृत्यू ,0
हा तुघलकी निर्णय आहे हा मराठी मातीचा अस्मितेचा अपमान आहे गडकील्ले हे कुणाच्या बापाची जहागिर नाही,1
बरं.... मग आम्ही गोडसेवादी,0
"आम्ही तर वंचित हाय. हामचा सरपंच नाही, आमदार नाही, खासदार नाही.आणि ह्यो लोकं आम्हाला आमचं सरकार बनवु देत नाहीत.पण आता हाम्ही हामचं आंबेडकर सरकार बनवणार..",0
मग काय आपण पण त्याच गर्दी मध्ये बसायचे आणि सावज हुड़कायाचा,0
शरद पवारांच्या तुलनेत नवशिका च म्हणावा लागेल. सत्ता परत निवडून आणण्यासाठी फाईट देणं अण विरोधात बसून फ्री स्टाइल फाईट देण्यात फरक आहे का नाही?खोने के लिए क्या था?,0
पुण्यात असे बरेच जगदंबा आहेत.. पण खेड शिवापूर आणि वाकड चे बेस्ट... दोन्ही मध्ये फक्त अंतराचा फरक नसून पाहिले मेंढ्याचे(बोलहाईचे) आणि दुसरे बोकडचे मटण देते ..,0
नाही  वर 😂,0
नुवान +कराटे फवारल्यावर चांगला जाळ 🔥🔥होईल...!!!😂😂,0
तुझ्या आईचा दाना,1
भितरघात करी का ई ?,0
आम्ही पण अजितदादांसारखच करायचो सकाळी शाळेत लवकर यायचो आणि नंतर ङब्याच्या सुट्टीला घरी पळून जायचो...,0
गेली 5 वर्षं हा देश नरेंद्र मोदी आणि अमित शाह चालवत आहेत.अगदीच तोंडदेखलं अरुण जेटलींना बोलवतात.-,0
मि कपङे वाळात घालता घालता प्रमा बद्दल विचार करत होतो. पण मि या गोष्टीना भरपूर घाबरतो पण कल्पना करण्यात काय गैर आहे आपण जिची कल्पना करू ति प्रभाव शाली  महीला असल्याने आपला चान्स 100 तून 1%  कि तिने मीच असणार असं मानावे. वरतून आपली काही किम्मत नाही दूरून कल्पना करायला काय बिघङत.,0
सकार काय झोपा का?ताईंच्या कार्यकर्त्यांनि काय करावे अन काय नाय हे त्यांना समजते ताईंचे कार्यकर्ते तुमच्या नेत्यासारखे दाताड इचकीत फोटो नाय काढत बसत.जरा माहीती घे जयंतपाटील साहेबांच्या घरुन कीती कार्यकर्ते मदत घेऊन जात आहेत लोकांना द्यायला.माहीती नघेता उगाच अक्कल पाजळू नको बेंद्रे,1
हि जी आज तक ची अंजना ओम कस्यप बाई आहे न हिला दलाल आहे बीजेपी ची तिला मोठा प्रमाणात पेट्या पोहचतात तिथं दिल्ली ला अरे काय करत आहे शिवसेने ची खासदार दिल्लीत का भरल्या बांगड्या काडा बाहेर साली ला आणि द्या चोप आणि दाखवा मराठी बाणा एकदाजय हिंद जय महाराष्ट्र,1
😆😆 नुसता रुबाब असून चालत नाही. त्यासाठी विचार ठाम असावे लागतात. आणि वाघासारखी चाल असलेल्यांनी लबाड लांडग्याचे सल्ले घेतले तर ही वेळ येणारच.,0
अगदी खरं पत्रकार शांत बसूच शकत नाही,0
भिडे गुरुजींना विचारायला लागेल😂😂,0
ज्यांना  बद्दल काही ढेकळ माहिती नाही ते लोक या कायद्यावर लोंकाना ज्ञान देऊ लागलेत आणी लोकांची दिशाभूल करू लागलेत😠😡,1
. कविता समजली नाही तर मी ती ग्रेसांची म्हणतो. 😂😂😂😂,0
प्रश्न विचारला तर तुम्ही देशद्रोही,0
असली राष्ट्रभक्ति,0
तुम्ही मर्द तर सोपल ला किंमत का देता... बाळासाहेब ठाकरे😂😂😂सोपलांचा प्रवेश घेऊन उद्धव ठाकरेंनी काय सिद्ध केलंय याचा तुम्हीच विचार करा!,0
गेले ते कावळे राहिले ते मावळे.' घोषणा देत राष्ट्रवादीने फोडले फटाके!./6?=&= मे मावले 🤣😂🦇,0
जैसे ज्याचे कर्म तैसे फळ देतो रे ईश्वर 😀आती तेथे माती आज कळल असेल याला की 2010 मध्ये अमित शहाला जेल मध्ये टकल्या वर कसा वाटला असेल ज्या केस मध्ये आता त्यांना निर्दोष मुक्तता करण्यात आली आहे,0
शिवसेना,0
तुम्ही मारत नाही लावतात ना दादा..😜😜,0
"हळवी असतात मनेजी शब्दांनी मोडलीजातात...!अन् शब्द असतात जादुगरज्यांनी माणसे जोडलीजातात...!मोत्यानां तर सवयच असतेविखुरण्याची, पण धाग्याला सवय असते,सर्वांना एकत्र बांधून ठेवण्याची.....!",0
दहशतवादी अन् न्याय हक्कासाठी लढणारी  सामान्य जनता  यांच्या तील साधा फरक कळत नाही हा महाशयांना ? कसले कसले लोक प्रवक्ते पदावर ठेवलेतं  ने.टिका करा पण टिका करताना आपण काय बोलतोय  याकडे जरा लक्ष द्या 🙏,1
औरंगाबाद च संभाजीनगर करु म्हणणारे आज जामीया च जालियनवाला करत आहेत .,0
कशाला येतो महाराष्ट्रात भाऊ इथे आहे त्यांनाच कुणी मत देईना आणि त्यात तुझी कुठं टिमकी वाजवतो,1
तुझ्या तोंडात काळे कोळसे,1
काँग्रेस वकिग कमेटीतील नेते गांधी घराण्या च्या नावावर पोट भरणारे आहेत,0
अकेले अकेले ही 😒😒😒,0
कर भाऊराया..  राज्यात विविध योजना राबविल्याबद्दल भारतीय जनता पक्षाच्या वतीने महिलांनी मुख्यमंत्री देवेंद्र फडणवीस यांना राख्खा पाठविण्याचा उपक्रम हाती घेतला.,0
गोबर ही गोबर......,1
तुम्हाला सकाळी आठ वाजता लोकल मध्ये बसवले तर तुम्ही सुद्धा मोदी शहा आणि फडणवीस यांना शिव्या देताल...आणि लय बेक्कार देताल...हे खात्रीने सांगतो..,1
"मग सोडा, कोणी अडवलं आहे?? तसही लायक नाहीच आहात तुम्ही??",1
गद्दार आंतकीयो का वकील,1
फुटत आहे...,0
हे हे हे हे😁😁😁,0
4) ऊरण येथील ३५०० एकर जमीन अदानी गृपला दिली. ढेप्या बायको ला गाणे मिळवून देत होता,1
"समस्येचं निराकरण तयार आहे पालिकेच्या    कडेबरीच वर्षे झाली!सत्ताधारी पक्षांना त्यात वेळ लागून त्यांच्या टर्म मध्ये पैसे ओरपता येणार नाही हे माहिती असल्याने हे काम करत नाहीबुडणारे लोकही संघटित नाहीत,मुंबईतील नमुनेदार गुलामी वृत्तीचे पाईक आहेत",0
┏━━┓┏━━┓┏━━┓┏━━┓┗━┓┃┃┏┓┃┗━┓┃┃┏┓┃┏━┛┃┃┃┃┃┏━┛┃┃┃┃┃           फक्त स्वतः आणि कुटुंबासाठी┃┏━┛┃┃┃┃┃┏━┛┃┃┃┃┃┗━┓┃┗┛┃┃┗━┓┃┗┛┃┗━━┛┗━━┛┗━━┛┗━━,0
अहो टिरोड़कर बंधु  हा एक कठिन विषय आसतो. ज्या विषया बद्दल आपल्या ला महिती नाहीं आहे तेचात कशाला नाक खपसून आपलि शेण्डि करोता आहे?,1
चिंचपोपली,0
अचानक सगळे कायद्याचं राज्य वगैरे काय बोलू लागलेत???बहुतेक गोळी घातली हे पटत नसावी मला पण नाही पटलं..त्या हरामखोरांनी जेवढे हाल केले तेवढेच हाल करायला पाहिजे होते पोलिसांनी त्यांचे येवढं सोपं मरण का दिलं??,1
एक चागंली माता शंभर शिक्षकांच्या मोलाची असते.,0
हीहीहीही,0
मी पुन्हा पु न्हा नाही येणार मला माफ करा ।एक अजित फुटला देवेंद्र फडणवीस उठला ।😜😂😂😂,1
.नवरात्री स्पेशल- उपवासाची रताळ्याची खीर,0
हिंदी बिग बाॅस बघताय व्हय पाटील 😳😳,0
सगळे शासकीय अधिकारी सेने ला फाट्यावर मारतात,0
बरोबर आहे सर,0
हीहीहीहीही,0
माझ्या संगण्या वरूनच या करामती सुरू झाल्या आहेत,0
"आपले सरकार आले तरी तुम्हाला संघवादि पंतप्रधान बनवु देणार नाही  .... असे महाराष्ट्रात बोलले जात आहे,, हे खरे आहे काय,  ??? .//…",0
काय आचरटपणा लावलाय.... 😡,1
कधी येऊ फराळ कराला 😜👌👌,0
असा नटसम्राट होणे नाही।,0
तू तुझा बापाला ही बदनाम करणारा दिसतोय।,1
हे फ्री मध्ये दिल जात.. अर्धवट माहिती घेऊन नको तिथे आपली अक्कल पाझळु नका आता निघालात तरी चालेल..,1
हे तुमच्या सेटर मास्टर  यांना सांगा (डोक्यात हवा आहे सध्या),1
इतक्या झटक्यात पलटी तर उद्धव ठाकरे आणि संजय राऊत पण मारत नाहीत😢😢,1
"ते ,, चिदंबरम,शरद पवार, काॅग्रेस, निवडणूका वैगरे तुमच्या घरी. ह्या माणसाले काही फरक पडत नाही. हा आपल्याच दुनियेत राहतो..  😁",1
सची वाते,0
(शिव)मुलाची ..अाई(नेहा) चड्डीत बसलेल्या अाम्हावीणा मुलीच्या कुटुंबाला शिवचे कुटुंबात संस्कारशून्यता दिसते...सारं संशयास्पद स्थळ!!,0
जे जे लोक बीजेपीला भारी आहेत त्याना मिडियाच्या मदतीने पहीलेच बदनाम केले आहे उदा  अजित पवार  आव्हाड छगन भुजबळ,1
हे अस लिहिता आणि मग म्हणतात मला ट्रोल करतात !!!,1
पुरवुन पुरवुन खा 😣😣,0
पोचला का रे ? 🙄,0
हिंदू' दहशतवादी नसून हिंदुत्ववादी दहशतवादी आहे...,0
श्री धनंजय मुंडे  साधुच्या टोळत गेले होते का ? साहेब,0
किती रिकामी डोकी चालवतात हे.,1
मि काय मणतोय तुम्ही आधी वाचा आणि मग चर्चा करा🙏🙏,0
अजून किती दिवस मराठ्यांचा अंत बघनार सरकार ?4 वर्ष फस्वतच आलय सामान्य प्रशासन खात ?,1
😡 क्यूं हरियाणा आळी करे सै बैरी,0
आम्ही काय रिकामटेकडे आहेत होय 😂😂,0
