main-captions,MSRvid,2012test,71,3.8,एक बच्चा गिटार बजा रहा है।,एक लड़का एक गिटार बजा रहा है।
main-captions,MSRvid,2012test,72,3.2,एक लड़का गिटार बजा रहा है।,एक आदमी एक गिटार बजा रहा है।
main-captions,MSRvid,2012test,73,3.2,एक आदमी गिटार बजा रहा है।,एक लड़का एक गिटार बजा रहा है।
main-captions,MSRvid,2012test,75,4.4,एक छोटा लड़का एक कीबोर्ड खेल रहा है।,एक लड़का कुंजी बोर्ड खेल रहा है।
main-captions,MSRvid,2012test,77,3.75,एक आदमी एक गिटार बजा रहा है।,एक आदमी एक इलेक्ट्रिक गिटार बजा रहा है।
main-captions,MSRvid,2012test,78,4.75,एक कुत्ता एक बच्चे को चाटता है।,एक कुत्ता एक बच्चे को चाट रहा है।
main-captions,MSRvid,2012test,80,3.2,एक महिला एक प्याज को काट रही है।,एक आदमी काट रहा है और प्याज है।
main-captions,MSRvid,2012test,81,1.556,एक आदमी गिटार बजा रहा है।,एक आदमी ड्रम खेल रहा है।
main-captions,MSRvid,2012test,83,3.938,एक महिला एक काली मिर्च को काट रही है।,एक महिला एक लाल मिर्च काट रही है।
main-captions,MSRvid,2012test,84,5,एक आदमी ड्रम खेल रहा है।,एक आदमी ड्रम बजाता है।
main-captions,MSRvid,2012test,85,5,एक महिला घोड़े की सवारी करती है।,एक महिला घोड़े की सवारी कर रही है।
main-captions,MSRvid,2012test,86,4,एक आदमी एक पेड़ से केला खा रहा है।,एक आदमी केला खा रहा है।
main-captions,MSRvid,2012test,87,1.6,एक बिल्ली एक प्रमुख बोर्ड खेल रही है।,एक आदमी दो कीबोर्ड खेल रहा है।
main-captions,MSRvid,2012test,89,4.75,एक आदमी एक कुल्हाड़ी के साथ एक पेड़ को काटता है।,एक आदमी ने एक कुल्हाड़ी के साथ एक पेड़ काट दिया।
main-captions,MSRvid,2012test,90,3.5,एक बच्चा एक खिलौना फोन के साथ खेलता है।,एक छोटा लड़का एक खिलौना फोन के साथ खेलता है।
main-captions,MSRvid,2012test,93,1.4,एक आदमी मोटरसाइकिल की सवारी कर रहा है।,एक आदमी घोड़े की सवारी कर रहा है।
main-captions,MSRvid,2012test,94,1.4,एक आदमी मोटरसाइकिल की सवारी कर रहा है।,एक आदमी घोड़े की सवारी कर रहा है।
main-captions,MSRvid,2012test,99,4,एक गिलहरी हलकों में चारों ओर घूम रही है।,एक गिलहरी हलकों में चारों ओर चलती है।
main-captions,MSRvid,2012test,101,5,एक आदमी और एक महिला चुंबन कर रहे हैं।,एक आदमी और महिला चुंबन।
main-captions,MSRvid,2012test,102,3.833,एक आदमी एक कार में हो रहा है।,एक आदमी एक गैरेज में एक कार में हो रहा है।
main-captions,MSRvid,2012test,104,0.6,एक आदमी नाच रहा है।,एक आदमी बात कर रहा है।
main-captions,MSRvid,2012test,105,2.917,एक आदमी गिटार बजा रहा है और गा रहा है।,एक आदमी गिटार बजा रहा है।
main-captions,MSRvid,2012test,106,4.2,एक व्यक्ति मशरूम काट रहा है।,एक व्यक्ति चाकू से मशरूम काट रहा है।
main-captions,MSRvid,2012test,108,2,एक टाइगर शावक एक ध्वनि बना रहा है।,एक बाघ घूम रहा है।
main-captions,MSRvid,2012test,109,2.6,एक व्यक्ति प्याज को काट रहा है।,एक व्यक्ति एक प्याज छील रहा है।
main-captions,MSRvid,2012test,110,1.6,एक आदमी पियानो बज रहा है।,एक आदमी तुरही बजा रहा है।
main-captions,MSRvid,2012test,111,2,एक महिला एक आलू छील रही है।,एक महिला एक सेब छील रही है।
main-captions,MSRvid,2012test,112,4.2,एक पंक्डा बांस खा रहा है।,एक पांडा भालू कुछ बांस खा रहा है।
main-captions,MSRvid,2012test,113,2,एक व्यक्ति एक प्याज छील रहा है।,एक व्यक्ति एक बैंगन छील रहा है।
main-captions,MSRvid,2012test,114,4.8,एक बंदर एक और बंदर को धक्का देता है।,बंदर ने दूसरे बंदर को धकेल दिया।
main-captions,MSRvid,2012test,115,4.4,एक गिलहरी हलकों में चारों ओर चलती है।,एक गिलहरी हलकों में आगे बढ़ रही है।
main-captions,MSRvid,2012test,116,5,एक आदमी अपना जूता बांध रहा है।,एक आदमी अपने जूते को बांधता है।
main-captions,MSRvid,2012test,117,3,एक लड़का पियानो गा रहा है और खेल रहा है।,एक लड़का पियानो बज रहा है।
main-captions,MSRvid,2012test,118,4.25,एक कुत्ता पानी का तरबूज खा रहा है।,एक कुत्ता तरबूज का एक टुकड़ा खा रहा है।
main-captions,MSRvid,2012test,119,4.25,एक महिला ब्रोकोली को काट रही है।,एक महिला चाकू से ब्रोकोली को काट रही है।
main-captions,MSRvid,2012test,120,3.8,एक आदमी आलू को छील रहा है।,एक आदमी ने एक आलू छील दिया।
main-captions,MSRvid,2012test,121,2.4,एक महिला एक गिटार बजा रही है।,एक आदमी एक गिटार बजाता है।
main-captions,MSRvid,2012test,123,1.6,एक महिला टमाटर को काट रही है।,एक आदमी प्याज को काट रहा है।
main-captions,MSRvid,2012test,125,2,एक आदमी पानी के नीचे तैरता है।,एक महिला पानी के नीचे तैर रही है।
main-captions,MSRvid,2012test,126,1.6,एक पुरुष और महिला बात कर रहे हैं।,एक पुरुष और महिला खा रहे हैं।
main-captions,MSRvid,2012test,129,4,एक छोटा कुत्ता एक योग गेंद का पीछा कर रहा है।,एक कुत्ता एक गेंद का पीछा कर रहा है।
main-captions,MSRvid,2012test,130,2.2,पुरुष क्रिकेट खेल रहे हैं।,पुरुष बास्केटबॉल खेल रहे हैं।
main-captions,MSRvid,2012test,131,4.4,एक आदमी मोटरसाइकिल पर सवारी करता है।,एक आदमी मोटरसाइकिल पर सवार है।
main-captions,MSRvid,2012test,132,3.6,एक आदमी एक गिटार बजा रहा है।,एक आदमी गा रहा है और एक गिटार बजा रहा है।
main-captions,MSRvid,2012test,133,3.6,आदमी ने टेलीफोन पर बात की।,आदमी फोन पर बात कर रहा है।
main-captions,MSRvid,2012test,135,0.5,एक आदमी मछली पकड़ रहा है।,एक आदमी व्यायाम कर रहा है।
main-captions,MSRvid,2012test,136,0.8,एक आदमी लेविटिंग कर रहा है।,एक आदमी बात कर रहा है।
main-captions,MSRvid,2012test,138,0.6,दो लड़के गाड़ी चला रहे हैं।,दो बे नाच रहे हैं।
main-captions,MSRvid,2012test,141,2.6,एक आदमी घोड़े पर सवार है।,एक लड़की घोड़े की सवारी कर रही है।
main-captions,MSRvid,2012test,142,2,एक आदमी साइकिल की सवारी कर रहा है।,एक बंदर बाइक की सवारी कर रहा है।
main-captions,MSRvid,2012test,143,2.2,एक आदमी आलू को काट रहा है।,एक महिला आलू को छील रही है।
main-captions,MSRvid,2012test,144,2.4,एक महिला एक आलू छील रही है।,एक आदमी आलू को काट रहा है।
main-captions,MSRvid,2012test,145,3.6,एक आदमी एक गिटार बजा रहा है।,कुछ गिटार बजा रहा है।
main-captions,MSRvid,2012test,148,2.2,एक महिला एक लीक को काट रही है।,एक महिला अदरक को काट रही है।
main-captions,MSRvid,2012test,149,4.8,आदमी ने एक पेपर प्लेट काट दी।,एक आदमी एक पेपर प्लेट काट रहा है।
main-captions,MSRvid,2012test,151,1.643,आदमी गिटार बजा रहा है।,एक आदमी बांसुरी बजा रहा है।
main-captions,MSRvid,2012test,152,1.75,एक आदमी पियानो बज रहा है।,आदमी वायलिन बजा रहा है।
main-captions,MSRvid,2012test,154,2.25,एक महिला कुछ मांस को काट रही है।,एक महिला कुछ मांस ब्रेड कर रही है।
main-captions,MSRvid,2012test,155,4,एक आदमी अपने कीबोर्ड पर खेल रहा है।,एक आदमी एक कीबोर्ड पियानो बज रहा है।
main-captions,MSRvid,2012test,157,4.8,महिला ने हरे प्याज को काट दिया।,महिला ने हरे प्याज को काट दिया।
main-captions,MSRvid,2012test,158,3.2,कोई पानी में नूडल्स बैठ रहा है।,एक महिला पानी में नूडल्स उबल रही है।
main-captions,MSRvid,2012test,160,4,लियोनेल रिची छत पर नृत्य कर रहा है।,लियोनेल रिची छत पर खड़े होने के दौरान नृत्य करते हैं।
main-captions,MSRvid,2012test,161,4.4,एक आदमी एक पियानो बज रहा है।,एक व्यक्ति पियानो बज रहा है।
main-captions,MSRvid,2012test,163,4.6,एक महिला बांसुरी बजा रही है।,एक महिला एक बांसुरी पर खेलती है।
main-captions,MSRvid,2012test,164,3.8,एक लड़का एक कैलेंडर की जाँच कर रहा है।,एक लड़का एक कैलेंडर को देख रहा है।
main-captions,MSRvid,2012test,165,4.8,एक महिला एक प्याज काट रही है।,एक महिला प्याज काट रही है।
main-captions,MSRvid,2012test,166,4.857,एक आदमी गिटार बजा रहा है।,एक आदमी एक गिटार बजाता है।
main-captions,MSRvid,2012test,167,5,एक महिला एक सिलाई मशीन का उपयोग कर रही है।,एक महिला एक मशीन पर सिलाई कर रही है।
main-captions,MSRvid,2012test,168,2.533,एक महिला पेनकेक्स को फ़्लिप कर रही है।,एक कार्टून शेफ पेनकेक्स को फ़्लिप कर रहा है।
main-captions,MSRvid,2012test,172,1,एक आदमी सड़क पर चल रहा है।,एक कार सड़क से नीचे चला रही है।
main-captions,MSRvid,2012test,175,1,एक आदमी घोड़े पर सवार है।,एक आदमी एक फोन पर बात कर रहा है।
main-captions,MSRvid,2012test,176,2,एक आदमी बाइक की सवारी कर रहा है।,एक आदमी घोड़े पर सवार है।
main-captions,MSRvid,2012test,178,0.143,एक महिला नाच रही है।,एक आदमी खा रहा है।
main-captions,MSRvid,2012test,179,2,एक आदमी एक पियानो बज रहा है।,एक आदमी एक बांसुरी बजा रहा है।
main-captions,MSRvid,2012test,180,1.6,एक आदमी एक बांसुरी बजा रहा है।,एक आदमी एक पियानो बज रहा है।
main-captions,MSRvid,2012test,182,1.6,एक आदमी घूम रहा है।,एक आदमी नाच रहा है।
main-captions,MSRvid,2012test,184,3.4,एक बंदर अंग से अंग तक झूल रहा है।,एक बंदर पेड़ से पेड़ तक झूल रहा है।
main-captions,MSRvid,2012test,185,4,लोग ट्रेन से उतर गए।,लोग स्टेशन पर ट्रेन से उतर गए।
main-captions,MSRvid,2012test,187,4.8,एक कुत्ता एक ट्रम्पोलिन पर कूद रहा है।,एक कुत्ता एक ट्रम्पोलिन पर उछलता है।
main-captions,MSRvid,2012test,188,2.5,एक लड़का एक वाद्य यंत्र बजा रहा है।,एक आदमी एक तुरही बजा रहा है।
main-captions,MSRvid,2012test,190,1.75,एक महिला गिटार बजाती है।,एक आदमी गाता है और गिटार बजाता है।
main-captions,MSRvid,2012test,191,1,एक महिला एक कैन उठा रही है।,एक महिला एक टमाटर को काट रही है।
main-captions,MSRvid,2012test,192,5,एक आदमी एक रस्सी पर चढ़ रहा है।,एक आदमी एक रस्सी पर चढ़ता है।
main-captions,MSRvid,2012test,193,1.4,एक आदमी एक कार उठा रहा है।,एक आदमी एक दीवार पर चढ़ रहा है।
main-captions,MSRvid,2012test,195,4,एक आदमी और महिला एक जीप में सड़क पर जा रहे हैं।,एक आदमी और महिला एक खुली हवा में सड़क पर जा रहे हैं।
main-captions,MSRvid,2012test,196,3.8,शर्टलेस आदमी एक कुर्सी पर बैठ गया।,एक शर्टलेस आदमी एक कुर्सी पर बैठा है।
main-captions,MSRvid,2012test,198,4,दो महिलाएं कुश्ती कर रही हैं।,दो महिलाएं फर्श पर कुश्ती कर रही हैं।
main-captions,MSRvid,2012test,199,4,पिल्ला एक नीली टेनिस गेंद के साथ खेला।,एक पिल्ला टेनिस बॉल के साथ खेल रहा है।
main-captions,MSRvid,2012test,200,4.8,एक कंगरो कुछ खा रहा है।,एक कंगारू खा रहा है।
main-captions,MSRvid,2012test,201,0.6,एक बिल्ली एक पियानो बज रही है।,एक आदमी एक गिटार बजा रहा है।
main-captions,MSRvid,2012test,202,4.75,आदमी ने चाकू से कुछ कालीन काट दिया।,एक आदमी चाकू से कालीन काट रहा है।
main-captions,MSRvid,2012test,203,2.2,एक महिला एक सड़क के नीचे एक मोटर चालित स्कूटर की सवारी कर रही है।,एक आदमी एक मोटर स्कूटर की सवारी कर रहा है।
main-captions,MSRvid,2012test,204,3,कोई सब्जी को काट रहा है।,कोई टमाटर को काट रहा है।
main-captions,MSRvid,2012test,205,0,एक महिला नाच रही है।,एक आदमी बात कर रहा है।
main-captions,MSRvid,2012test,207,2.2,एक कुत्ता एक बच्चे के ड्रोल को चाटता है।,एक कुत्ता एक बच्चे को चाटता है।
main-captions,MSRvid,2012test,208,0.4,एक आदमी एक नाव पर चढ़ रहा है।,एक आदमी एक टमाटर को काट रहा है।
main-captions,MSRvid,2012test,210,4.8,एक आदमी पोटैटोस को काटता है।,एक आदमी आलू को काटता है।
main-captions,MSRvid,2012test,212,4.8,एक महिला लहसुन को काट रही है।,महिला लहसुन को डुबो रही है।
main-captions,MSRvid,2012test,214,3.8,एक जानवर हलकों में चलता है।,एक गिलहरी हलकों में चलती है।
main-captions,MSRvid,2012test,215,3,एक आदमी एक रस्सी पुल के पार धीरे -धीरे चल रहा है।,एक लड़का एक पुल के पार चल रहा है।
main-captions,MSRvid,2012test,216,4,एक आदमी गिटार बजा रहा है।,एक कमरे में बैठा एक आदमी गिटार बजा रहा है।
main-captions,MSRvid,2012test,217,5,एक आदमी बांसुरी बजाता है।,एक आदमी एक बांसुरी बजा रहा है।
main-captions,MSRvid,2012test,221,3.8,एक महिला एक कांच के कटोरे में दो अंडे को फुला देती है।,एक महिला एक कटोरे में एक अंडे को दरार कर रही है।
main-captions,MSRvid,2012test,223,3,एक आदमी एक मछली काट रहा है।,एक आदमी एक मछली को सहलाता है।
main-captions,MSRvid,2012test,224,4.4,दो आदमी एक कार के ट्रंक में सूटकेस पैक कर रहे हैं।,पुरुष कार के ट्रंक में सूटकेस डाल रहे हैं।
main-captions,MSRvid,2012test,226,3.8,एक आदमी कुछ टमाटरों पर तेल डालता है।,आदमी ने कट टमाटर पर तेल डाला।
main-captions,MSRvid,2012test,227,3,एक आदमी कुछ टुकड़ा कर रहा है।,एक आदमी एक बन्सिंग कर रहा है।
main-captions,MSRvid,2012test,230,0.667,एक आदमी एक डोंगी को पैडल कर रहा है।,एक आदमी एक वीणा बजा रहा है।
main-captions,MSRvid,2012test,231,4,एक आदमी और महिला जंगल से एक साथ चल रहे हैं।,एक पुरुष और महिला एक लकड़ी के क्षेत्र से हाथ में हाथ चल रहे हैं।
main-captions,MSRvid,2012test,233,3.75,महिला ने कंगारू को उठाया।,एक महिला एक बच्चा कंगारू उठाती है।
main-captions,MSRvid,2012test,234,4.133,मछली तैराकी कर रही है।,एक मछली तैर रही है।
main-captions,MSRvid,2012test,235,4,दो महिलाएं खाद्य प्रोसेसर में कुछ मिश्रण करती हैं।,दो महिलाएं एक ब्लेंडर में कुछ बनाती हैं।
main-captions,MSRvid,2012test,237,3.6,एक व्यक्ति एक बड़ी लहर सर्फिंग कर रहा है।,एक व्यक्ति सर्फिंग कर रहा है।
main-captions,MSRvid,2012test,238,1.2,एक आदमी एक गिटार बजा रहा है।,एक आदमी एक निशाना लगा रहा है।
main-captions,MSRvid,2012test,239,1.6,एक आदमी एक बैंड में एक बांसुरी बजा रहा है।,एक आदमी एक गिटार बजा रहा है।
main-captions,MSRvid,2012test,240,4,आदमी रोटी की रोटी पर मक्खन फैलाता है।,एक आदमी रोटी पर मक्खन फैला रहा है।
main-captions,MSRvid,2012test,241,4,एक व्यक्ति नूडल्स उबल रहा है।,एक महिला पानी में नूडल्स उबल रही है।
main-captions,MSRvid,2012test,243,3.2,लोगों का एक समूह एक पहाड़ी पर नृत्य करता है।,लोगों का एक समूह नृत्य कर रहा है।
main-captions,MSRvid,2012test,245,1,एक आदमी बाहर नाच रहा है।,एक आदमी बांसुरी बजा रहा है।
main-captions,MSRvid,2012test,246,1,एक महिला एक आदमी को खिला रही है।,एक महिला मांस मिला रही है।
main-captions,MSRvid,2012test,247,0.6,एक आदमी एक ओवन में एक पैन डाल रहा है।,एक महिला एक प्याज काट रही है।
main-captions,MSRvid,2012test,249,0.4,एक महिला एक डेस्क पर बैठी है।,एक महिला एक गधे की सवारी कर रही है।
main-captions,MSRvid,2012test,250,3.4,मेडिक्स एक मरीज को एक स्ट्रेचर पर ले जाते हैं।,एक डॉक्टर एक मरीज को स्ट्रेचर पर दौड़ता है।
main-captions,MSRvid,2012test,252,3.6,एक महिला मंच पर एक बांसुरी बजा रही है।,महिला बांसुरी बजा रही है।
main-captions,MSRvid,2012test,254,3,दो बच्चे पांडा खेल रहे हैं।,दो पांडा एक साथ लेट रहे हैं।
main-captions,MSRvid,2012test,256,4,एक बच्चा हंस रहा है।,एक बच्चा हंस रहा है और गिड़गिड़ा रहा है।
main-captions,MSRvid,2012test,257,1.2,एक आदमी एक गिटार बजा रहा है।,एक लड़का एक पियानो बज रहा है।
main-captions,MSRvid,2012test,259,0.6,एक आदमी कागज को तह कर रहा है।,एक महिला एक काली मिर्च को काट रही है।
main-captions,MSRvid,2012test,260,1.6,तीन महिलाएं नाच रही हैं।,आदमी नाच रहा है।
main-captions,MSRvid,2012test,262,2.6,बिल्लियाँ एक दूसरे के साथ खेल रही हैं।,दो बिल्लियाँ एक -दूसरे से लड़ रही हैं।
main-captions,MSRvid,2012test,263,3.6,एक व्यक्ति लिख रहा है।,एक व्यक्ति एक पेंसिल के साथ लिख रहा है।
main-captions,MSRvid,2012test,267,3.5,एक आदमी चल रहा है।,एक आदमी एक सड़क से नीचे भाग रहा है।
main-captions,MSRvid,2012test,268,3.765,महिला आटा रोल कर रही है।,एक महिला आटा आटा और लुढ़क रही है।
main-captions,MSRvid,2012test,269,2.75,एक महिला एक मांस पर मसाले जोड़ रही है।,महिला मांस में चीनी जोड़ रही है।
main-captions,MSRvid,2012test,270,2.25,एक महिला मछलियों पर तेल जोड़ रही है।,एक महिला मछली पर पानी डाल रही है।
main-captions,MSRvid,2012test,271,2.75,एक युवा लड़का एक गिटार पकड़े हुए है।,एक छोटा लड़का एक गिटार बजा रहा है।
main-captions,MSRvid,2012test,272,3.8,एक चीता चल रही है।,एक चीता एक मैदान में चल रहा है।
main-captions,MSRvid,2012test,273,4.8,आदमी पिज्जा खा रहा है।,एक आदमी पिज्जा का एक टुकड़ा खा रहा है।
main-captions,MSRvid,2012test,274,3.6,एक ऑरंगुटान एक बस की सवारी कर रहा है।,एक बंदर बस में सवार है।
main-captions,MSRvid,2012test,275,1.2,एक आदमी और एक महिला एक डिनर में बात करती है।,एक आदमी और एक महिला एक साइकिल पर सवारी कर रहे हैं।
main-captions,MSRvid,2012test,277,0.4,एक आदमी एक गिटार बजा रहा है।,एक आदमी एक कांच के दरवाजे की सफाई कर रहा है।
main-captions,MSRvid,2012test,278,2.4,एक लड़की गा रही है और गिटार बजा रही है।,एक युवक गिटार बजाते समय गा रहा है।
main-captions,MSRvid,2012test,282,3.941,एक लड़की सांकेतिक भाषा के साथ संवाद कर रही है।,एक युवा लड़की सांकेतिक भाषा का उपयोग कर रही है।
main-captions,MSRvid,2012test,283,0.5,एक महिला वजन व्यायाम कर रही है।,एक महिला अपने बाल कर रही है।
main-captions,MSRvid,2012test,284,3.75,एक आदमी एक कार के अंदर हो रहा है।,एक बुजुर्ग आदमी एक लाल कार में हो रहा है।
main-captions,MSRvid,2012test,285,4,एक बड़ी हरी गेंद एक आलू को मारती है।,एक बड़ी हरी गेंद एक आलू को मारती है।
main-captions,MSRvid,2012test,287,3,एक बिल्ली कीबोर्ड खेल रही है।,एक बिल्ली एक पियानो बज रही है।
main-captions,MSRvid,2012test,288,4.2,दो कुत्ते एक पूल में तैरते हैं।,कुत्ते एक पूल में तैर रहे हैं।
main-captions,MSRvid,2012test,290,2,आदमी ने प्याज को काटने के लिए एक हेलिकॉप्टर का इस्तेमाल किया।,आदमी ने एक पोटेटो को काटने के लिए एक मशीन का इस्तेमाल किया।
main-captions,MSRvid,2012test,291,5,एक महिला टोफू को स्लाइस करती है।,एक महिला टोफू को काट रही है।
main-captions,MSRvid,2012test,292,3,हिरण का एक झुंड सड़क पार कर रहा है।,कारिबू का एक झुंड एक सड़क पार कर रहा है।
main-captions,MSRvid,2012test,293,3.8,व्यक्ति घोड़े की सवारी कर रहा है।,एक आदमी घोड़े की सवारी कर रहा है।
main-captions,MSRvid,2012test,294,0,कोई एक जानवर खिला रहा है।,कोई पियानो बज रहा है।
main-captions,MSRvid,2012test,295,0,किसी ने टॉर्टिला को स्लाइस किया है।,कोई घोड़े की सवारी कर रहा है।
main-captions,MSRvid,2012test,296,0.25,कोई व्यक्ति मिश्रण कर रहा है।,कोई चीजों को सिलाई कर रहा है।
main-captions,MSRvid,2012test,297,4,एक मुर्गा एक मृत माउस पर पेक करता है।,एक मृत माउस पर एक चिकन पेक कर रहा है।
main-captions,MSRvid,2012test,298,3.25,एक महिला एक कंगारू रखती है।,एक महिला एक कंगारू उठा रही है।
main-captions,MSRvid,2012test,299,0.75,एक आदमी मेंढकों के साथ खेल रहा है,एक बिल्ली एक कैमरे के साथ खेल रही है।
main-captions,MSRvid,2012test,300,1.5,दो आदमी बात कर रहे हैं।,दो आदमी गिटार बजा रहे हैं।
