datetime,tweet,hate,sentiment,profanity
2022-07-16 13:12:56+00:00,@USER @USER  ha daav fasla pahije . Ashi maja yeil na yanchi,0.0,1.0,0.0
2013-03-06 00:37:41+00:00,Kon uhalay data ghasun ghya lavkar,0.0,0.0,0.0
2022-04-08 06:13:00+00:00,BJP sattetun utarle tar tumche pan hisch awasta honar ahe. Ready rahva.,0.0,-1.0,0.0
2011-02-18 10:08:04+00:00,@USER @USER Arre tumcha kaay chalu aahe? Monosyllables madhe ka bolat aahat?,0.0,0.0,0.0
2013-04-14 11:27:31+00:00,Mahatashtrache UPMURKHA mantri aaj sakali karad madhil pritisangamavar basale. tyanna atmaklesh zala ahe. tyanchi...,0.0,0.0,0.0
2011-05-19 03:17:32+00:00,@USER Abyas kar.. Bhalte vichar karnya peksha.. :P,0.0,0.0,0.0
2013-02-12 19:14:07+00:00,@USER me vit la yein tevha bhetu apan,0.0,1.0,0.0
2010-08-11 14:13:01+00:00,"@USER chalu ahe kaammmmmmmmmmmmmm, nhi peksha bare ahe umche sanga",0.0,1.0,0.0
2012-07-19 06:28:20+00:00,@USER dhamakedaar asala pahije menu aani venue pan... Zakaas majja aali pahije.@USER,0.0,1.0,0.0
2011-04-14 17:43:14+00:00,@USER sir hope ur enjoying lovely vacation... Aata pure zhala see u in office on monday... ;),0.0,1.0,0.0
2021-10-05 04:16:56+00:00,nahi parat kadhich tula sad hou denar mi,0.0,1.0,0.0
2013-01-19 15:00:54+00:00,@USER Jaunde tyala mi Kay karnaar NA hi nA hello Direct Muahhhh mhanje Kay ??,0.0,-1.0,0.0
2013-03-24 17:33:37+00:00,"@USER @USER @USER @USER @USER swagat tumche, yave yave",0.0,1.0,0.0
2021-08-03 05:20:17+00:00,@USER @USER 2024 lamb aahe . Diwali prynt game hoto ka nahi bagha ..,0.0,0.0,0.0
2021-03-12 05:52:02+00:00,"@USER Ha pn point ahe,BCCI nehmi hyancha peksha pudhe rahil tyamule",0.0,1.0,0.0
2021-06-19 16:41:24+00:00,@USER Haath ani laath hech uttam upay... Courtat apan sangu shakto ki spelling error hota ,1.0,-1.0,0.0
2020-11-11 08:51:14+00:00,@USER @USER jevdha motha tumcha tumhala vatt tevdhe mothe nahiet saheb tumhi...,0.0,-1.0,0.0
2011-02-26 10:20:30+00:00,"@USER of the lil bit of marathi that I remember 'Pune aapla swagat kareet ahe', right?",0.0,1.0,0.0
2010-08-14 16:33:46+00:00,Mala pan pahije RT@USER Cold Coffee with Ice-Cream.,0.0,0.0,0.0
2022-12-05 11:28:07+00:00,@USER kutra vichartay ka tumhala .. hijdya lal chatu,1.0,-1.0,1.0
2021-10-27 09:10:26+00:00,@USER Lagli bai dusrya award chya tayarila,0.0,0.0,0.0
2012-10-10 19:24:08+00:00,@USER ok I got it now.. You write Marathi very bad in English.. Kai zaaala tumhala,0.0,-1.0,0.0
2020-09-14 16:46:08+00:00,@USER @USER Sir tumche books avilable hotil ka ...plsss,0.0,1.0,0.0
2021-01-11 13:35:26+00:00,"@USER Very sad sir. Kay sangu tumhala...hubrus, nepotism and give a damn attitude towards fans",0.0,-1.0,0.0
2018-07-18 04:54:11+00:00,@USER @USER Are yar government ata toch bav bolt ahe na karaych....aplya milk kami madhe bhetl tr chaglch hoel bt je farmers ahe tyanch ky..,0.0,-1.0,0.0
2013-02-02 04:36:48+00:00,@USER mala note 2 kiva ipad mini made kutla gheu sangitla nait.... mala udya kiva 5 tarkhela ghyaycha ahe....,0.0,0.0,0.0
2010-05-31 09:08:56+00:00,@USER nahi re marathi picture aahe.. faida zhala pahije.. kay salya torrent...,1.0,1.0,0.0
2012-11-14 08:35:16+00:00,"Yede boriwali mumbait ach yete :-P ""@USER @USER only two times thane n boriwali... :/ @USER",0.0,-1.0,0.0
2020-09-07 09:19:58+00:00,@USER Sir amchya kde only vbd available ah atta ani kuthli hi library open nai abhyas kry Sathi please amhla question bank midala hvyat,0.0,-1.0,0.0
2011-10-05 18:00:05+00:00,"@USER aga fb sarkha fav nahi karaycha , lagech RT karaycha... BARA WATTA JASTA :)",0.0,1.0,0.0
2012-06-25 08:20:58+00:00,"@USER marathi mvi produce kartoy kay sub aahe samajit,bhawnik,karmnuk ? al d bst.",0.0,0.0,0.0
2019-07-13 06:21:45+00:00,@USER @USER @USER @USER @USER @USER @USER fatliy bakichyanchi yeah ali thnku so much mla promo bghyla bhetla thnku .. dhinkachika dhinkachika,0.0,1.0,0.0
2021-08-24 18:06:02+00:00,@USER Game pahije game!,0.0,0.0,0.0
2011-12-13 13:25:33+00:00,@USER he bhag he mala pan mahit nai..ki..mi evda lavkar capture karu shakto..pan he tu swata lihla ahe..ka..copy kela ahe,0.0,0.0,0.0
2020-04-13 07:55:35+00:00,@USER @USER @USER @USER saheb kalji ghya aamhala tumcha sarkha leader chi garaj aahe,0.0,1.0,0.0
2013-03-21 05:03:24+00:00,"Aamche hey Nikhil Wagle che supaer fan aahet , comedy serial peksha Nikhi wagle aavadtaat Hyana :)",0.0,1.0,0.0
2019-05-30 04:24:42+00:00,@USER @USER Pratyek goshtit tumhi kahitari shodh lavlach pahije asa nahi..,0.0,-1.0,0.0
2021-10-02 03:03:32+00:00,"@USER Anuvaad hi ek sarjanshil kriya aahe. Agadi barobar Sir. Original likhanacha aatma, pot tumhala sambhalava lagto.",0.0,1.0,0.0
2012-12-24 11:49:39+00:00,"Yaya sorry nyett RT""@USER @USER ehh sempak. Jan bawa-bawa nama dia dong. Dia udah punyat cowok NYET.....",0.0,0.0,0.0
2021-11-08 11:48:25+00:00,@USER setting zali ki tumache raj saheb gupchup pathimba kadhun takanar..mage hi asech zale hote,0.0,0.0,0.0
2013-11-05 06:06:08+00:00,@USER ithech aahe. majet aahe. filters badal re bangdu :),0.0,0.0,0.0
2020-06-24 06:59:34+00:00,@USER Tumcha mhanje asa ahe loka sange bramhadnyan swata korde paashan.... ,0.0,-1.0,0.0
2012-11-15 13:38:33+00:00,Balasahebanchi prakruti sudharte ahe.....:-) lighting punha chalu zali ahe matoshree varchi......:-) waah mast... get well soon balasaheb..,0.0,1.0,0.0
2012-06-04 05:24:46+00:00,RT @USER Nakki kay pahije ?,0.0,0.0,0.0
2012-08-05 15:53:20+00:00,Baba - Rasika yete aahe Mumbai la on Tuesday ... me Nachiket kade deun thevto ok ? may be me bhetu shakto mahit nahi ..tu kalji karu nakos .,0.0,0.0,0.0
2012-11-17 14:32:12+00:00,maharashtracha vaagh raahila naahi pnn tyachya aathavani kaayam aapalya hrudayaat raahatil,0.0,1.0,0.0
2011-08-11 19:29:54+00:00,@USER mala tula batayche aahe latur la lavkrat lavkar he tuzya ek fan chi iccha aahe {shaikh imad},0.0,1.0,0.0
2013-02-05 15:22:00+00:00,@USER farewell nai zhala na aajun!! :),0.0,1.0,0.0
2022-03-26 05:40:35+00:00,"@USER Bomb peksha tomane jast lagalet, maharshtradrohi palat sutlet sairavaira..! Satta nahi tar mashyasarkhe tadphadtayet shendi ani janvevale",1.0,-1.0,1.0
2012-02-04 05:05:16+00:00,@USER lagnachya hardik shubhccha.,0.0,1.0,0.0
2012-12-31 15:48:51+00:00,@USER @USER Chala mhanje tu nahis tar fan club madhe...,0.0,0.0,0.0
2012-07-20 16:46:30+00:00,@USER journal copy lol abe ir pakdtat lagech,0.0,-1.0,0.0
2022-06-07 00:14:54+00:00,@USER Bhava 6 varsh tatpurti nahit....aani karan sudha atishay anyaykarak aahe....aani tyancha kay jyanni amchya bhavana dukhavlya....,0.0,-1.0,0.0
2021-06-06 21:39:43+00:00,@USER Doctor tumhala pn Zop nai yet ka ?,0.0,-1.0,0.0
2023-02-03 05:23:40+00:00,"@USER Aaditya Thakre na ghoda banaun swar vya Patiltai,mhanje tumhala sadaaiv Vijay milel",0.0,1.0,0.0
2012-01-09 11:43:29+00:00,@USER aani mhane punekar kahi kaamache nahit! Shyaa kay bolaayacha aata tumhala mi!,0.0,-1.0,0.0
2012-08-23 11:16:10+00:00,@USER --- punyat kuthe press conf. Thevleli aahe ? We would like to be a part of this.,0.0,1.0,0.0
2011-11-20 16:11:47+00:00,english cha kantala ala row marathi bhari a pahije tashi valti.,0.0,1.0,0.0
2012-02-16 12:54:45+00:00,@USER khooopach kami zhala re voting only30%,0.0,-1.0,0.0
2012-03-23 13:47:07+00:00,@USER tumhala pan... :),0.0,0.0,0.0
2022-04-27 06:22:01+00:00,@USER Jaude re baba aplyala kay,0.0,0.0,0.0
2022-06-24 05:24:58+00:00,@USER Ata tumhala pan arrest karnar ka ?,0.0,-1.0,0.0
2021-04-15 17:37:49+00:00,"Aapli tulna dusrya shi karu naka,karan pratyek fadacha swad vegda asto",0.0,1.0,0.0
2020-12-08 18:10:54+00:00,", Prem karnari nako Assignment lihun denari pahije",0.0,1.0,0.0
2021-07-31 11:25:39+00:00,@USER Chutya naka banavu lokanna,0.0,-1.0,1.0
2011-08-25 06:48:33+00:00,@USER kondaa mhanje hill na...?,0.0,0.0,0.0
2016-10-06 18:39:07+00:00,"@USER @USER aakshep fakt ""swataha peksha jast"" shabdanwar hota, but not arguing.",0.0,1.0,0.0
2010-04-24 17:54:18+00:00,@USER welcome to twitter..... pan samjayla jara avghad ahe yaar,0.0,-1.0,0.0
2013-01-27 09:07:00+00:00,@USER :P arre kal tu mala vicharla na ki kal me sad n all ka hote?,0.0,-1.0,0.0
2012-06-14 08:19:24+00:00,"@USER sang amhala kasa vaatala picture. Tukaram,ajintha miLaale tar te paN paha",0.0,0.0,0.0
2016-10-03 04:01:18+00:00,@USER saheb tumchya rajyat,0.0,0.0,0.0
2022-02-08 18:31:13+00:00,@USER @USER bagha ha tumhala kay mhantoy,0.0,-1.0,0.0
2012-05-01 04:39:44+00:00,@USER tumhala pann bro,0.0,0.0,0.0
2022-08-19 02:56:48+00:00,@USER @USER @USER @USER He bagha mg tumchya mitrapaksha chya pramukh? He disle nahi ka disnar kase mhana soniyasena che ghulam aahat na,1.0,-1.0,0.0
2012-07-18 17:30:19+00:00,"@USER Hahaha, dombal :D Me whatsapp var mhante blog vacha, public tithech comment karta, mag me blog var comment demand karte!",0.0,1.0,0.0
2012-09-28 04:16:39+00:00,"@USER didi, jivet shardha shatam! Vaddivasachya shubhechcha! Parmeshwar aplyala udand auyushya devo.",0.0,1.0,0.0
2012-09-29 14:13:47+00:00,Ganpati bappa morya ... phudchya varshi lavkar ya :( The Middle one was My Ganpati ...,0.0,1.0,0.0
2013-01-18 18:27:14+00:00,@USER awartye tu kay kartoy,0.0,0.0,0.0
2018-05-20 07:47:43+00:00,@USER @USER 5 varshacha mulga pan family madhe hech saangto.. Pan aplya hushar big boss productionla te kalat naahi!,1.0,-1.0,0.0
